"season","holiday","weathersit","hum","casual","registered","cnt","raw_temp","raw_felt_temp","raw_windspeed","weekend","hr_cat"
"3","0","1",0.44,38,125,163,32.42,36.14,20.1,0,"Midday"
"3","0","1",0.47,32,104,136,32.42,36.8,14.74,0,"Midday"
"3","0","1",0.42,33,91,124,34.3,40.1,20.1,0,"Midday"
"3","0","1",0.42,37,111,148,34.3,40.1,24.12,0,"Midday"
"3","0","1",0.44,25,177,202,32.42,36.14,18.76,0,"Midday"
"3","0","1",0.44,48,380,428,33.36,38.12,18.76,0,"Afternoon Peak"
"3","0","1",0.47,39,472,511,32.42,36.8,20.1,0,"Afternoon Peak"
"3","0","1",0.44,42,295,337,31.48,34.16,18.76,0,"Afternoon Peak"
"3","0","1",0.43,57,251,308,30.54,32.84,12.73,0,"Evening"
"3","0","1",0.43,49,209,258,30.54,32.84,6.7,0,"Evening"
"3","0","1",0.46,44,150,194,29.6,32.18,8.71,0,"Evening"
"3","0","1",0.52,20,59,79,28.66,30.86,0,0,"Evening"
"3","0","1",0.62,9,37,46,27.72,30.86,0,0,"Late Night"
"3","0","1",0.55,1,11,12,27.72,30.2,0,0,"Late Night"
"3","0","1",0.55,2,3,5,27.72,30.2,0,0,"Late Night"
"3","0","1",0.58,0,4,4,26.78,28.88,12.73,0,"Late Night"
"3","0","1",0.58,0,5,5,26.78,28.88,16.75,0,"Late Night"
"3","0","1",0.58,4,22,26,26.78,28.88,12.73,0,"Early Morning"
"3","0","1",0.58,18,103,121,26.78,28.88,10.72,0,"Early Morning"
"3","0","1",0.55,32,281,313,27.72,30.2,16.75,0,"Morning Peak"
"3","0","1",0.49,31,418,449,29.6,32.84,16.75,0,"Morning Peak"
"3","0","1",0.41,23,163,186,30.54,32.84,12.73,0,"Morning Peak"
"3","0","1",0.46,33,80,113,30.54,34.16,12.73,0,"Midday"
"3","0","1",0.39,55,110,165,31.48,32.84,10.72,0,"Midday"
"3","0","1",0.41,40,134,174,31.48,34.16,18.76,0,"Midday"
"3","0","3",0.46,39,119,158,30.54,34.16,8.71,0,"Midday"
"3","0","3",0.46,27,89,116,30.54,34.16,8.71,0,"Midday"
"3","0","3",0.94,13,33,46,22.08,20.96,8.71,0,"Midday"
"3","0","2",0.89,23,118,141,23.02,22.94,0,0,"Midday"
"3","0","1",0.79,70,418,488,24.9,28.22,0,0,"Afternoon Peak"
"3","0","1",0.79,51,412,463,25.84,30.2,8.71,0,"Afternoon Peak"
"3","0","1",0.79,79,340,419,24.9,28.22,6.7,0,"Afternoon Peak"
"3","0","1",0.84,61,281,342,24.9,28.22,10.72,0,"Evening"
"3","0","1",0.79,56,194,250,24.9,28.22,6.7,0,"Evening"
"3","0","1",0.83,48,136,184,23.96,26.24,12.73,0,"Evening"
"3","0","1",0.83,33,83,116,23.02,24.26,16.75,0,"Evening"
"3","0","1",0.69,14,32,46,23.02,24.92,20.1,0,"Late Night"
"3","0","1",0.61,4,21,25,23.02,24.92,16.75,0,"Late Night"
"3","0","1",0.57,3,7,10,22.08,24.92,20.1,0,"Late Night"
"3","0","1",0.57,1,5,6,21.14,24.92,20.1,0,"Late Night"
"3","0","1",0.53,0,6,6,21.14,24.92,16.75,0,"Late Night"
"3","0","1",0.56,6,22,28,20.2,24.92,14.74,0,"Early Morning"
"3","0","1",0.6,14,116,130,20.2,24.26,14.74,0,"Early Morning"
"3","0","1",0.53,23,311,334,21.14,24.92,16.75,0,"Morning Peak"
"3","0","1",0.5,53,433,486,22.08,24.92,24.12,0,"Morning Peak"
"3","0","1",0.47,29,195,224,23.96,26.24,18.76,0,"Morning Peak"
"3","0","1",0.42,32,95,127,24.9,26.24,16.75,0,"Midday"
"3","0","1",0.37,38,110,148,25.84,26.9,14.74,0,"Midday"
"3","0","1",0.35,51,172,223,26.78,26.9,16.75,0,"Midday"
"3","0","1",0.33,39,138,177,27.72,28.22,22.11,0,"Midday"
"3","0","1",0.35,49,129,178,26.78,26.9,18.76,0,"Midday"
"3","0","1",0.33,42,138,180,27.72,28.22,20.1,0,"Midday"
"3","0","1",0.33,43,231,274,27.72,28.22,8.71,0,"Midday"
"3","0","1",0.37,78,517,595,26.78,26.9,8.71,0,"Afternoon Peak"
"3","0","1",0.42,94,484,578,25.84,26.9,12.73,0,"Afternoon Peak"
"3","0","1",0.39,67,333,400,25.84,26.9,14.74,0,"Afternoon Peak"
"3","0","1",0.42,81,267,348,24.9,26.24,14.74,0,"Evening"
"3","0","1",0.5,58,203,261,23.02,24.92,8.71,0,"Evening"
"3","0","1",0.57,42,134,176,22.08,24.92,6.03,0,"Evening"
"3","0","1",0.65,27,97,124,22.08,24.26,16.75,0,"Evening"
"3","0","1",0.73,23,57,80,21.14,22.94,14.74,0,"Late Night"
"3","0","1",0.73,7,13,20,21.14,22.94,12.73,0,"Late Night"
"3","0","1",0.78,16,22,38,20.2,22.28,10.72,0,"Late Night"
"3","0","1",0.73,1,6,7,20.2,22.94,12.73,0,"Late Night"
"3","0","1",0.73,2,8,10,20.2,22.94,10.72,0,"Late Night"
"3","0","1",0.73,7,16,23,20.2,22.94,8.71,0,"Early Morning"
"3","0","2",0.73,12,108,120,20.2,22.94,6.7,0,"Early Morning"
"3","0","1",0.65,17,257,274,22.08,24.26,6.7,0,"Morning Peak"
"3","0","1",0.65,50,514,564,22.08,24.26,16.75,0,"Morning Peak"
"3","0","1",0.54,31,176,207,23.96,26.24,12.73,0,"Morning Peak"
"3","0","2",0.61,59,107,166,23.02,24.92,10.72,0,"Midday"
"3","0","1",0.54,73,137,210,24.9,26.9,8.71,0,"Midday"
"3","0","1",0.48,61,177,238,24.9,26.9,12.73,0,"Midday"
"3","0","1",0.54,85,162,247,24.9,26.9,12.73,0,"Midday"
"3","0","1",0.51,105,160,265,24.9,26.9,12.73,0,"Midday"
"3","0","1",0.45,74,163,237,25.84,26.9,10.72,0,"Midday"
"3","0","1",0.51,96,265,361,25.84,28.22,12.73,0,"Midday"
"3","0","1",0.42,104,483,587,26.78,28.22,16.75,0,"Afternoon Peak"
"3","0","1",0.45,102,394,496,25.84,26.9,14.74,0,"Afternoon Peak"
"3","0","1",0.45,114,280,394,24.9,26.24,14.74,0,"Afternoon Peak"
"3","0","1",0.51,92,251,343,24.9,26.9,14.74,0,"Evening"
"3","0","1",0.54,75,186,261,23.02,24.92,6.7,0,"Evening"
"3","0","1",0.57,71,152,223,23.02,24.92,14.74,0,"Evening"
"3","0","1",0.61,41,126,167,22.08,24.92,10.72,0,"Evening"
"3","0","1",0.65,42,68,110,21.14,24.26,12.73,1,"Late Night"
"3","0","1",0.69,24,51,75,20.2,22.94,6.7,1,"Late Night"
"3","0","1",0.73,10,48,58,20.2,22.94,8.71,1,"Late Night"
"3","0","1",0.78,6,20,26,20.2,22.28,8.71,1,"Late Night"
"3","0","1",0.73,9,7,16,20.2,22.94,6.03,1,"Late Night"
"3","0","1",0.78,4,6,10,19.26,20.3,6.03,1,"Early Morning"
"3","0","1",0.78,16,21,37,20.2,22.28,10.72,1,"Early Morning"
"3","0","1",0.73,14,38,52,21.14,22.94,8.71,1,"Morning Peak"
"3","0","1",0.65,37,90,127,23.02,24.92,10.72,1,"Morning Peak"
"3","0","1",0.54,72,150,222,24.9,26.9,14.74,1,"Morning Peak"
"3","0","1",0.54,114,208,322,25.84,28.22,12.73,1,"Midday"
"3","0","1",0.48,171,225,396,26.78,28.22,14.74,1,"Midday"
"3","0","1",0.43,187,276,463,27.72,28.88,18.76,1,"Midday"
"3","0","1",0.45,221,276,497,27.72,28.88,20.1,1,"Midday"
"3","0","1",0.45,201,232,433,26.78,28.22,20.1,1,"Midday"
"3","0","1",0.45,205,223,428,27.72,28.88,22.11,1,"Midday"
"3","0","1",0.45,183,242,425,27.72,28.88,18.76,1,"Midday"
"3","0","1",0.45,234,241,475,27.72,28.88,14.74,1,"Afternoon Peak"
"3","0","1",0.45,185,243,428,27.72,28.88,18.76,1,"Afternoon Peak"
"3","0","1",0.48,164,242,406,26.78,28.88,12.73,1,"Afternoon Peak"
"3","0","1",0.51,108,188,296,25.84,28.22,14.74,1,"Evening"
"3","0","1",0.58,85,167,252,24.9,26.9,14.74,1,"Evening"
"3","0","1",0.65,65,136,201,24.9,26.9,18.76,1,"Evening"
"3","0","1",0.61,61,107,168,23.96,26.24,14.74,1,"Evening"
"3","0","1",0.65,34,91,125,23.02,24.92,14.74,1,"Late Night"
"3","0","1",0.69,16,86,102,22.08,24.26,12.73,1,"Late Night"
"3","0","1",0.69,28,66,94,22.08,24.26,14.74,1,"Late Night"
"3","0","1",0.69,21,26,47,22.08,24.26,14.74,1,"Late Night"
"3","0","1",0.73,4,6,10,21.14,22.94,10.72,1,"Late Night"
"3","0","1",0.69,4,8,12,22.08,24.26,14.74,1,"Early Morning"
"3","0","1",0.73,10,11,21,21.14,22.94,10.72,1,"Early Morning"
"3","0","1",0.73,20,30,50,22.08,24.26,10.72,1,"Morning Peak"
"3","0","1",0.65,45,73,118,23.96,26.24,14.74,1,"Morning Peak"
"3","0","1",0.58,74,110,184,25.84,28.22,14.74,1,"Morning Peak"
"3","0","1",0.6,127,177,304,26.78,28.88,14.74,1,"Midday"
"3","0","1",0.55,147,244,391,27.72,30.2,18.76,1,"Midday"
"3","0","1",0.55,177,243,420,27.72,30.2,18.76,1,"Midday"
"3","0","1",0.49,200,272,472,29.6,32.84,20.1,1,"Midday"
"3","0","1",0.49,168,262,430,29.6,32.84,24.12,1,"Midday"
"3","0","1",0.43,129,195,324,30.54,32.84,20.1,1,"Midday"
"3","0","1",0.46,129,188,317,29.6,32.18,20.1,1,"Midday"
"3","0","1",0.49,133,236,369,29.6,32.84,26.13,1,"Afternoon Peak"
"3","0","1",0.46,147,243,390,29.6,32.18,20.1,1,"Afternoon Peak"
"3","0","1",0.55,145,234,379,27.72,30.2,18.76,1,"Afternoon Peak"
"3","0","1",0.58,85,177,262,27.72,30.86,16.75,1,"Evening"
"3","0","1",0.62,59,148,207,26.78,28.88,14.74,1,"Evening"
"3","0","1",0.66,65,116,181,25.84,28.88,14.74,1,"Evening"
"3","0","1",0.74,39,54,93,24.9,28.22,8.71,1,"Evening"
"3","0","1",0.74,21,30,51,24.9,28.22,8.71,0,"Late Night"
"3","0","1",0.74,17,8,25,24.9,28.22,14.74,0,"Late Night"
"3","0","1",0.83,2,8,10,23.02,24.26,14.74,0,"Late Night"
"3","0","1",0.78,3,4,7,23.02,24.26,12.73,0,"Late Night"
"3","0","1",0.78,1,3,4,22.08,22.94,10.72,0,"Late Night"
"3","0","1",0.78,2,15,17,22.08,22.94,6.7,0,"Early Morning"
"3","0","1",0.83,10,95,105,22.08,22.28,6.7,0,"Early Morning"
"3","0","1",0.74,22,255,277,23.96,26.24,14.74,0,"Morning Peak"
"3","0","1",0.7,18,329,347,24.9,26.9,12.73,0,"Morning Peak"
"3","0","1",0.67,33,170,203,26.78,30.2,14.74,0,"Morning Peak"
"3","0","1",0.62,52,78,130,27.72,30.86,12.73,0,"Midday"
"3","0","1",0.55,42,99,141,29.6,34.16,6.03,0,"Midday"
"3","0","1",0.59,39,126,165,29.6,34.82,12.73,0,"Midday"
"3","0","1",0.56,27,125,152,30.54,36.14,16.75,0,"Midday"
"3","0","1",0.56,32,106,138,30.54,36.14,22.11,0,"Midday"
"3","0","1",0.53,53,111,164,31.48,36.8,22.11,0,"Midday"
"3","0","1",0.53,45,220,265,31.48,36.8,18.76,0,"Midday"
"3","0","1",0.49,72,473,545,31.48,36.14,22.11,0,"Afternoon Peak"
"3","0","1",0.49,80,478,558,30.54,34.82,24.12,0,"Afternoon Peak"
"3","0","1",0.55,63,335,398,29.6,34.16,14.74,0,"Afternoon Peak"
"3","0","1",0.59,91,232,323,28.66,32.84,14.74,0,"Evening"
"3","0","1",0.66,48,154,202,26.78,30.2,12.73,0,"Evening"
"3","0","1",0.66,36,104,140,27.72,32.18,14.74,0,"Evening"
"3","0","1",0.66,32,59,91,26.78,30.2,10.72,0,"Evening"
"3","0","1",0.66,25,26,51,26.78,30.2,6.7,0,"Late Night"
"3","0","2",0.66,7,6,13,26.78,30.2,8.71,0,"Late Night"
"3","0","1",0.7,9,4,13,25.84,28.88,10.72,0,"Late Night"
"3","0","1",0.7,2,1,3,25.84,28.88,10.72,0,"Late Night"
"3","0","1",0.7,1,4,5,25.84,28.88,8.71,0,"Late Night"
"3","0","2",0.74,0,19,19,24.9,28.22,6.7,0,"Early Morning"
"3","0","2",0.74,8,126,134,25.84,30.2,6.7,0,"Early Morning"
"3","0","2",0.7,28,287,315,26.78,30.2,10.72,0,"Morning Peak"
"3","0","2",0.7,31,381,412,27.72,32.18,10.72,0,"Morning Peak"
"3","0","2",0.63,22,177,199,29.6,36.14,8.71,0,"Morning Peak"
"3","0","2",0.56,29,112,141,30.54,36.14,10.72,0,"Midday"
"3","0","1",0.59,29,98,127,30.54,36.8,0,0,"Midday"
"3","0","1",0.56,26,127,153,31.48,38.12,6.03,0,"Midday"
"3","0","1",0.53,33,139,172,32.42,38.78,6.7,0,"Midday"
"3","0","1",0.5,41,111,152,32.42,38.12,12.73,0,"Midday"
"3","0","1",0.44,48,110,158,33.36,38.12,12.73,0,"Midday"
"3","0","1",0.42,61,216,277,34.3,40.1,20.1,0,"Midday"
"3","0","1",0.66,68,445,513,29.6,36.8,0,0,"Afternoon Peak"
"3","0","1",0.66,80,450,530,29.6,36.8,8.71,0,"Afternoon Peak"
"3","0","1",0.75,54,334,388,27.72,32.84,12.73,0,"Afternoon Peak"
"3","0","1",0.74,48,229,277,26.78,32.18,6.03,0,"Evening"
"3","0","1",0.74,47,194,241,26.78,30.86,8.71,0,"Evening"
"3","0","1",0.74,36,120,156,26.78,30.86,0,0,"Evening"
"3","0","3",0.79,19,73,92,25.84,30.2,10.72,0,"Evening"
"3","0","1",0.84,11,29,40,24.9,28.22,6.7,0,"Late Night"
"3","0","1",0.84,4,7,11,24.9,28.22,0,0,"Late Night"
"3","0","1",0.84,2,7,9,24.9,28.22,0,0,"Late Night"
"3","0","1",0.84,2,4,6,24.9,28.22,6.7,0,"Late Night"
"3","0","1",0.83,0,4,4,23.96,26.24,0,0,"Late Night"
"3","0","1",0.83,4,19,23,23.96,26.24,6.7,0,"Early Morning"
"3","0","2",0.89,5,111,116,23.96,26.24,6.7,0,"Early Morning"
"3","0","2",0.84,27,276,303,24.9,28.22,6.7,0,"Morning Peak"
"3","0","1",0.74,34,404,438,26.78,30.86,0,0,"Morning Peak"
"3","0","1",0.7,28,181,209,26.78,30.2,6.03,0,"Morning Peak"
"3","0","1",0.7,34,76,110,27.72,32.18,0,0,"Midday"
"3","0","1",0.63,26,116,142,29.6,36.14,6.03,0,"Midday"
"3","0","1",0.59,28,121,149,30.54,36.8,0,0,"Midday"
"3","0","1",0.56,23,97,120,31.48,38.12,12.73,0,"Midday"
"3","0","1",0.53,44,83,127,32.42,38.78,14.74,0,"Midday"
"3","0","1",0.5,36,102,138,32.42,38.12,10.72,0,"Midday"
"3","0","1",0.56,30,204,234,31.48,38.12,0,0,"Midday"
"3","0","1",0.59,50,405,455,31.48,38.78,12.73,0,"Afternoon Peak"
"3","0","1",0.59,68,429,497,31.48,38.78,14.74,0,"Afternoon Peak"
"3","0","1",0.67,59,323,382,30.54,40.1,10.72,0,"Afternoon Peak"
"3","0","1",0.75,45,264,309,29.6,38.78,14.74,0,"Evening"
"3","0","1",0.66,33,209,242,29.6,36.8,10.72,0,"Evening"
"3","0","1",0.7,25,144,169,28.66,34.82,14.74,0,"Evening"
"3","0","1",0.75,26,73,99,27.72,32.84,16.75,0,"Evening"
"3","0","2",0.75,13,29,42,27.72,32.84,12.73,0,"Late Night"
"3","0","2",0.84,5,16,21,26.78,32.18,14.74,0,"Late Night"
"3","0","2",0.84,2,4,6,26.78,32.18,14.74,0,"Late Night"
"3","0","2",0.79,1,5,6,26.78,30.86,8.71,0,"Late Night"
"3","0","2",0.84,0,4,4,25.84,30.86,6.7,0,"Late Night"
"3","0","2",0.84,2,16,18,25.84,30.86,6.7,0,"Early Morning"
"3","0","2",0.84,6,111,117,25.84,30.86,6.7,0,"Early Morning"
"3","0","2",0.84,23,251,274,26.78,32.18,8.71,0,"Morning Peak"
"3","0","2",0.79,23,358,381,27.72,34.16,10.72,0,"Morning Peak"
"3","0","2",0.75,34,166,200,29.6,38.12,16.75,0,"Morning Peak"
"3","0","2",0.71,31,47,78,30.54,40.76,14.74,0,"Midday"
"3","0","2",0.63,27,79,106,32.42,42.74,20.1,0,"Midday"
"3","0","1",0.56,29,106,135,33.36,42.74,22.11,0,"Midday"
"3","0","1",0.56,21,81,102,33.36,42.74,20.1,0,"Midday"
"3","0","1",0.5,50,97,147,34.3,42.74,24.12,0,"Midday"
"3","0","1",0.53,40,93,133,34.3,44.72,16.75,0,"Midday"
"3","0","1",0.48,43,167,210,35.24,44.72,18.76,0,"Midday"
"3","0","1",0.45,40,374,414,35.24,44.06,20.1,0,"Afternoon Peak"
"3","0","1",0.5,39,343,382,34.3,42.74,18.76,0,"Afternoon Peak"
"3","0","1",0.67,51,233,284,32.42,44.72,18.76,0,"Afternoon Peak"
"3","0","1",0.71,38,199,237,31.48,42.74,14.74,0,"Evening"
"3","0","1",0.75,38,187,225,30.54,42.74,14.74,0,"Evening"
"3","0","1",0.71,36,113,149,30.54,40.76,10.72,0,"Evening"
"3","0","1",0.71,40,73,113,29.6,38.12,10.72,0,"Evening"
"3","0","1",0.63,9,51,60,30.54,38.78,8.71,0,"Late Night"
"3","0","1",0.63,7,17,24,29.6,36.14,0,0,"Late Night"
"3","0","1",0.79,0,14,14,28.66,36.8,8.71,0,"Late Night"
"3","0","1",0.75,1,6,7,28.66,36.14,6.7,0,"Late Night"
"3","0","1",0.75,8,5,13,27.72,32.84,6.7,0,"Late Night"
"3","0","1",0.79,2,17,19,26.78,30.86,6.7,0,"Early Morning"
"3","0","1",0.75,13,83,96,27.72,32.84,6.03,0,"Early Morning"
"3","0","2",0.66,20,232,252,29.6,36.8,6.7,0,"Morning Peak"
"3","0","2",0.63,30,292,322,31.48,40.1,10.72,0,"Morning Peak"
"3","0","1",0.63,31,177,208,32.42,42.74,6.03,0,"Morning Peak"
"3","0","1",0.53,32,83,115,34.3,44.72,6.03,0,"Midday"
"3","0","1",0.5,23,86,109,34.3,42.74,6.7,0,"Midday"
"3","0","1",0.48,20,95,115,36.18,46.7,10.72,0,"Midday"
"3","0","1",0.51,25,98,123,36.18,48.68,10.72,0,"Midday"
"3","0","1",0.48,24,77,101,37.12,50,20.1,0,"Midday"
"3","0","1",0.51,32,101,133,36.18,48.68,20.1,0,"Midday"
"3","0","3",0.39,29,153,182,34.3,38.78,20.1,0,"Midday"
"3","0","1",0.47,35,271,306,33.36,40.1,6.7,0,"Afternoon Peak"
"3","0","1",0.37,34,250,284,34.3,38.12,10.72,0,"Afternoon Peak"
"3","0","2",0.41,40,210,250,32.42,36.14,6.7,0,"Afternoon Peak"
"3","0","1",0.56,46,166,212,31.48,38.12,0,0,"Evening"
"3","0","1",0.59,38,152,190,30.54,36.8,6.03,0,"Evening"
"3","0","2",0.49,44,105,149,31.48,36.14,6.03,0,"Evening"
"3","0","1",0.63,19,84,103,29.6,36.14,12.73,0,"Evening"
"3","0","1",0.56,16,85,101,30.54,36.14,0,1,"Late Night"
"3","0","1",0.52,13,57,70,30.54,34.82,6.7,1,"Late Night"
"3","0","1",0.52,13,48,61,30.54,34.82,0,1,"Late Night"
"3","0","1",0.66,6,16,22,28.66,34.16,6.03,1,"Late Night"
"3","0","1",0.66,5,4,9,27.72,32.18,6.7,1,"Late Night"
"3","0","1",0.62,1,6,7,27.72,30.86,8.71,1,"Early Morning"
"3","0","1",0.52,6,19,25,29.6,32.84,8.71,1,"Early Morning"
"3","0","1",0.52,7,38,45,29.6,32.84,6.7,1,"Morning Peak"
"3","0","1",0.49,24,85,109,31.48,36.14,16.75,1,"Morning Peak"
"3","0","1",0.49,30,102,132,31.48,36.14,10.72,1,"Morning Peak"
"3","0","1",0.41,61,137,198,32.42,36.14,14.74,1,"Midday"
"3","0","1",0.37,62,154,216,34.3,38.12,12.73,1,"Midday"
"3","0","1",0.37,71,164,235,35.24,40.76,6.7,1,"Midday"
"3","0","1",0.38,78,167,245,36.18,42.08,10.72,1,"Midday"
"3","0","1",0.42,84,152,236,35.24,42.74,0,1,"Midday"
"3","0","1",0.38,78,137,215,36.18,42.08,0,1,"Midday"
"3","0","1",0.38,70,151,221,36.18,42.08,8.71,1,"Midday"
"3","0","1",0.38,70,127,197,36.18,42.08,8.71,1,"Afternoon Peak"
"3","0","1",0.4,62,134,196,35.24,42.08,14.74,1,"Afternoon Peak"
"3","0","2",0.59,80,137,217,30.54,36.8,8.71,1,"Afternoon Peak"
"3","0","1",0.59,47,98,145,30.54,36.8,14.74,1,"Evening"
"3","0","1",0.59,39,115,154,30.54,36.8,14.74,1,"Evening"
"3","0","1",0.59,37,88,125,29.6,34.82,12.73,1,"Evening"
"3","0","1",0.59,27,77,104,29.6,34.82,6.7,1,"Evening"
"3","0","1",0.59,42,77,119,29.6,34.82,6.7,1,"Late Night"
"3","0","1",0.66,33,63,96,28.66,34.16,6.7,1,"Late Night"
"3","0","1",0.63,12,48,60,29.6,36.14,6.03,1,"Late Night"
"3","0","1",0.63,17,20,37,29.6,36.14,6.03,1,"Late Night"
"3","0","1",0.66,1,5,6,28.66,34.16,6.7,1,"Late Night"
"3","0","1",0.66,5,3,8,28.66,34.16,6.03,1,"Early Morning"
"3","0","2",0.63,9,13,22,29.6,36.14,6.03,1,"Early Morning"
"3","0","1",0.59,6,29,35,29.6,34.82,8.71,1,"Morning Peak"
"3","0","1",0.56,22,82,104,30.54,36.14,18.76,1,"Morning Peak"
"3","0","1",0.56,42,112,154,30.54,36.14,26.13,1,"Morning Peak"
"3","0","1",0.5,61,165,226,32.42,38.12,22.11,1,"Midday"
"3","0","1",0.53,74,169,243,31.48,36.8,16.75,1,"Midday"
"3","0","1",0.45,85,161,246,34.3,40.76,10.72,1,"Midday"
"3","0","1",0.47,90,162,252,32.42,36.8,14.74,1,"Midday"
"3","0","1",0.5,79,204,283,32.42,38.12,18.76,1,"Midday"
"3","0","1",0.42,68,170,238,34.3,40.1,16.75,1,"Midday"
"3","0","1",0.42,62,187,249,34.3,40.1,16.75,1,"Midday"
"3","0","1",0.39,75,174,249,34.3,38.78,6.7,1,"Afternoon Peak"
"3","0","1",0.42,67,176,243,33.36,38.12,10.72,1,"Afternoon Peak"
"3","0","1",0.47,70,170,240,32.42,36.8,10.72,1,"Afternoon Peak"
"3","0","1",0.49,52,143,195,31.48,36.14,10.72,1,"Evening"
"3","0","1",0.63,42,111,153,29.6,36.14,8.71,1,"Evening"
"3","0","1",0.66,23,75,98,28.66,34.16,0,1,"Evening"
"3","0","2",0.7,13,37,50,27.72,32.18,6.03,1,"Evening"
"3","0","2",0.7,17,17,34,27.72,32.18,0,0,"Late Night"
"3","0","2",0.75,4,8,12,27.72,32.84,6.03,0,"Late Night"
"3","0","2",0.79,3,3,6,26.78,30.86,6.03,0,"Late Night"
"3","0","1",0.79,2,2,4,26.78,30.86,0,0,"Late Night"
"3","0","1",0.84,0,6,6,25.84,30.86,6.03,0,"Late Night"
"3","0","1",0.84,2,22,24,25.84,30.86,6.03,0,"Early Morning"
"3","0","2",0.84,7,100,107,25.84,30.86,6.03,0,"Early Morning"
"3","0","2",0.79,20,257,277,26.78,30.86,0,0,"Morning Peak"
"3","0","2",0.75,34,353,387,27.72,32.84,0,0,"Morning Peak"
"3","0","1",0.66,11,124,135,29.6,36.8,0,0,"Morning Peak"
"3","0","1",0.59,30,54,84,30.54,36.8,0,0,"Midday"
"3","0","2",0.59,24,83,107,31.48,38.78,12.73,0,"Midday"
"3","0","2",0.59,17,50,67,31.48,38.78,12.73,0,"Midday"
"3","0","2",0.74,14,64,78,26.78,30.86,8.71,0,"Midday"
"3","0","2",0.79,28,62,90,25.84,30.2,12.73,0,"Midday"
"3","0","1",0.84,16,96,112,24.9,28.22,26.13,0,"Midday"
"3","0","1",0.84,37,161,198,24.9,28.22,14.74,0,"Midday"
"3","0","1",0.74,48,437,485,25.84,30.2,0,0,"Afternoon Peak"
"3","0","1",0.74,60,473,533,26.78,30.86,6.03,0,"Afternoon Peak"
"3","0","1",0.7,62,324,386,26.78,30.2,6.03,0,"Afternoon Peak"
"3","0","1",0.74,55,247,302,25.84,30.2,8.71,0,"Evening"
"3","0","1",0.84,41,153,194,24.9,28.22,0,0,"Evening"
"3","0","1",0.84,13,112,125,24.9,28.22,0,0,"Evening"
"3","0","1",0.84,23,64,87,24.9,28.22,6.03,0,"Evening"
"3","0","1",0.79,8,20,28,24.9,28.22,6.7,0,"Late Night"
"3","0","1",0.79,6,6,12,24.9,28.22,6.7,0,"Late Night"
"3","0","1",0.89,1,6,7,23.96,26.24,6.7,0,"Late Night"
"3","0","1",0.89,2,2,4,23.96,26.24,8.71,0,"Late Night"
"3","0","1",0.88,0,6,6,23.96,26.24,10.72,0,"Late Night"
"3","0","1",0.89,3,24,27,23.02,22.94,6.03,0,"Early Morning"
"3","0","1",0.83,2,108,110,23.96,26.24,14.74,0,"Early Morning"
"3","0","1",0.66,30,288,318,25.84,28.88,18.76,0,"Morning Peak"
"3","0","1",0.55,32,392,424,26.78,28.88,12.73,0,"Morning Peak"
"3","0","1",0.4,25,162,187,27.72,28.88,14.74,0,"Morning Peak"
"3","0","1",0.31,42,96,138,29.6,30.2,14.74,0,"Midday"
"3","0","1",0.3,49,102,151,30.54,30.86,0,0,"Midday"
"3","0","1",0.28,25,122,147,31.48,32.18,0,0,"Midday"
"3","0","1",0.32,43,139,182,31.48,32.18,20.1,0,"Midday"
"3","0","1",0.3,46,101,147,32.42,32.84,18.76,0,"Midday"
"3","0","1",0.28,49,114,163,33.36,34.16,22.11,0,"Midday"
"3","0","1",0.36,41,213,254,32.42,34.16,18.76,0,"Midday"
"3","0","1",0.36,72,465,537,32.42,34.16,24.12,0,"Afternoon Peak"
"3","0","1",0.39,68,478,546,31.48,32.84,26.13,0,"Afternoon Peak"
"3","0","1",0.43,69,329,398,30.54,32.84,20.1,0,"Afternoon Peak"
"3","0","1",0.46,47,243,290,29.6,32.18,16.75,0,"Evening"
"3","0","1",0.49,45,222,267,28.66,30.86,14.74,0,"Evening"
"3","0","1",0.55,27,131,158,27.72,30.2,8.71,0,"Evening"
"3","0","1",0.58,18,71,89,27.72,30.86,6.7,0,"Evening"
"3","0","2",0.52,19,26,45,28.66,30.86,10.72,0,"Late Night"
"3","0","1",0.49,1,9,10,28.66,30.86,12.73,0,"Late Night"
"3","0","1",0.52,1,5,6,27.72,30.2,20.1,0,"Late Night"
"3","0","1",0.58,0,4,4,25.84,28.22,10.72,0,"Late Night"
"3","0","1",0.51,1,3,4,25.84,28.22,12.73,0,"Late Night"
"3","0","1",0.54,0,18,18,24.9,26.9,18.76,0,"Early Morning"
"3","0","1",0.54,4,119,123,24.9,26.9,14.74,0,"Early Morning"
"3","0","1",0.48,34,313,347,25.84,28.22,16.75,0,"Morning Peak"
"3","0","1",0.42,28,405,433,26.78,28.22,16.75,0,"Morning Peak"
"3","0","1",0.35,27,189,216,27.72,28.22,16.75,0,"Morning Peak"
"3","0","1",0.33,32,82,114,28.66,28.88,0,0,"Midday"
"3","0","1",0.31,42,94,136,29.6,30.2,0,0,"Midday"
"3","0","1",0.3,37,132,169,30.54,30.86,18.76,0,"Midday"
"3","0","1",0.3,29,151,180,31.48,32.18,24.12,0,"Midday"
"3","0","1",0.28,20,107,127,31.48,32.18,14.74,0,"Midday"
"3","0","1",0.26,37,103,140,32.42,32.84,16.75,0,"Midday"
"3","0","1",0.25,40,228,268,32.42,32.18,10.72,0,"Midday"
